order_id,customer_id,product_id,order_date,quantity,unit_price,total_amount,status,payment_method,region
ORD002141,C01157,P0071,2026-04-11,9,237.4,2136.6,Completed,paypal,Central
ORD003044,C00475,P0299,2025-09-24,4,179.32,,Pending,debit_card,North
ORD002184,C00976,P0125,2026-02-18,3,24.37,73.11,Cancelled,paypal,Central
ORD003421,C01471,P0168,07/09/2025,1,869.48,869.48,pending,cod,West
ORD002627,C00628,P0112,2025-12-12,1,747.92,747.92,pending,credit_card,West
ORD002636,C00233,P0211,27/07/2025,8,$919.95,7359.6,Completed,paypal,Central
ORD002739,C01014,P0181,2025-05-28,6,660.94,3965.64,Completed,credit_card,East
ORD000717,C00007,P0055,2025-04-27,4,1106.64,4426.56,Cancelled,upi,West
ORD000784,C00881,P0002,2025-07-19,1,83.98,83.98,Cancelled,cod,West
ORD002800,C00420,P0229,2025-09-10,5,998.36,4991.8,cancelled,paypal,Central
ORD002865,C00117,P0282,15/04/2025,6,837.49,,Completed,upi,West
ORD002385,C00933,P0262,2025-10-23,6,410.71,2464.26,Cancelled,cod,South
ORD000878,C01203,P0132,2026-01-30,6,$577.95,3467.7,Cancelled,debit_card,North
ORD001728,C00639,P0164,2025-12-30,2,967.51,1935.02,COMPLETED,cod,Central
ORD000510,C01287,P0205,2025-08-19,7,$441.15,3088.05,completed,paypal,North
ORD000683,C00337,P0052,31/08/2025,3,19.29,57.87,completed,upi,West
ORD001858,C01101,P0131,2025-08-24,4,908.02,,pending,debit_card,East
ORD002624,C01188,P0175,02/01/2026,9,775.81,6982.29,cancelled,cod,North
ORD002382,C01187,P0073,2025-04-30,7,$634.37,4440.59,completed,paypal,South
ORD001043,C01242,P0203,2026-02-07,9,88.18,793.62,COMPLETED,upi,Central
ORD001215,C01226,P0083,2025-10-20,2,242.23,484.46,cancelled,credit_card,West
ORD003296,C00600,P0002,2026-02-05,1,83.98,83.98,completed,cod,West
ORD000840,C00395,P0141,2026-03-06,3,659.11,,COMPLETED,debit_card,South
ORD002688,C00841,P0129,2026-03-09,7,954.55,6681.85,cancelled,paypal,Central
ORD002431,C00201,P0010,31/03/2026,6,996.6,5979.6,Completed,paypal,South
ORD003415,C00351,P0088,2025-05-09,1,424.23,424.23,Cancelled,paypal,South
ORD002057,C01187,P0046,2025-10-20,2,478.19,956.38,completed,upi,North
ORD002563,C00788,P0247,2025-12-15,2,201.06,402.12,Cancelled,credit_card,South
ORD001066,C00455,P0294,2025-07-03,5,274.02,1370.1,Pending,credit_card,West
ORD000309,C00534,P0205,03/08/2025,1,441.15,441.15,Cancelled,credit_card,East
ORD002476,C00141,P0131,2026-01-03,10,908.02,9080.2,pending,paypal,East
ORD000496,C00959,P0244,03/11/2025,6,510.47,,Completed,cod,East
ORD001705,C00259,P0080,26/05/2025,7,$544.23,,Completed,credit_card,West
ORD002449,C01326,P0274,2025-09-05,1,$766.91,766.91,Cancelled,upi,North
ORD002059,C00170,P0059,17/01/2026,6,586.68,,pending,debit_card,West
ORD000833,C00281,P0290,2026-02-25,4,$809.81,3239.24,Pending,credit_card,North
ORD001146,C01036,P0223,15/02/2026,3,633.19,1899.57,Cancelled,paypal,West
ORD002390,C01171,P0045,2025-07-01,6,146.82,880.92,pending,cod,Central
ORD001366,C00389,P0039,2025-10-26,3,189.41,568.23,COMPLETED,cod,South
ORD003053,C00985,P0150,14/05/2025,5,402.35,2011.75,Cancelled,credit_card,East
ORD000633,C01288,P0014,2025-11-07,7,932.58,6528.06,Cancelled,credit_card,East
ORD002732,C00563,P0216,2025-07-01,1,$14.82,14.82,Completed,debit_card,North
ORD003271,C01018,P0111,2025-12-30,2,421.51,843.02,completed,paypal,South
ORD003823,C00258,P0210,25/10/2025,8,$339.24,2713.92,COMPLETED,credit_card,West
ORD001984,C00727,P0065,2025-07-18,1,$166.14,166.14,COMPLETED,cod,North
ORD000422,C01163,P0082,2025-06-12,5,495.41,2477.05,cancelled,debit_card,South
ORD002435,C00470,P0079,2025-06-22,3,$454.07,1362.21,Pending,paypal,Central
ORD002156,C01275,P0042,2025-08-10,5,159.91,799.55,Completed,upi,Central
ORD000453,C00597,P0272,25/07/2025,1,325.5,325.5,cancelled,paypal,East
ORD002215,C01247,P0192,2025-06-12,5,988.42,4942.1,Cancelled,credit_card,South
ORD002558,C00287,P0263,2026-04-05,4,541.59,2166.36,Cancelled,cod,Central
ORD001287,C00558,P0198,2025-12-12,10,$639.31,6393.1,completed,credit_card,Central
ORD000559,C01284,P0006,12/05/2025,7,67.49,472.43,cancelled,debit_card,North
ORD001678,C00211,P0027,2025-12-25,7,186.92,1308.44,cancelled,debit_card,Central
ORD000748,C00315,P0035,2026-01-30,7,261.56,1830.92,cancelled,paypal,South
ORD000957,C00723,P0072,18/01/2026,10,755.82,7558.2,COMPLETED,cod,Central
ORD001409,C00610,P0073,2025-08-28,8,634.37,5074.96,Completed,credit_card,West
ORD002457,C00919,P0140,13/05/2025,5,489.66,2448.3,Cancelled,paypal,Central
ORD000296,C01500,P0219,2026-03-21,8,186.1,1488.8,completed,credit_card,West
ORD001198,C00003,P0065,09/06/2025,8,166.14,1329.12,COMPLETED,cod,North
ORD002689,C00340,P0114,08/07/2025,2,686.68,1373.36,Pending,debit_card,North
ORD001436,C00041,P0203,24/06/2025,2,88.18,176.36,completed,debit_card,Central
ORD003725,C01407,P0214,2026-01-13,6,1099.24,6595.44,pending,upi,East
ORD001027,C00871,P0146,2025-12-11,3,631.92,1895.76,COMPLETED,paypal,West
ORD000726,C00099,P0187,17/05/2025,4,938.69,3754.76,cancelled,cod,North
ORD003643,C00727,P0202,29/05/2025,5,407.46,2037.3,Cancelled,cod,East
ORD000920,C00769,P0034,01/01/2026,9,47.6,428.4,cancelled,cod,North
ORD003724,C01186,P0003,28/01/2026,3,314.98,944.94,Completed,upi,East
ORD002013,C01197,P0226,13/01/2026,4,114.26,457.04,completed,debit_card,Central
ORD000046,C00221,P0057,17/12/2025,1,964.38,,cancelled,debit_card,North
ORD003481,C00996,P0115,2026-01-16,5,557.4,2787.0,cancelled,debit_card,East
ORD000511,C00845,P0150,2025-06-21,1,402.35,402.35,Cancelled,paypal,East
ORD002287,C00548,P0238,2025-04-30,9,131.41,1182.69,Cancelled,debit_card,Central
ORD002513,C00397,P0196,04/05/2025,7,$628.17,4397.19,Completed,cod,East
ORD001194,C00279,P0113,2026-03-21,10,72.17,721.7,pending,paypal,Central
ORD000516,C01449,P0136,2026-04-08,8,850.53,6804.24,Cancelled,debit_card,South
ORD000894,C00800,P0185,2025-12-27,7,$874.59,6122.13,completed,upi,South
ORD003180,C00511,P0164,2025-08-22,5,967.51,4837.55,Cancelled,upi,North
ORD002972,C01362,P0054,2025-07-24,6,264.04,1584.24,COMPLETED,upi,West
ORD003601,C00616,P0126,2025-11-14,10,423.19,4231.9,Completed,upi,North
ORD002923,C01088,P0219,06/07/2025,3,186.1,558.3,Pending,cod,North
ORD002187,C00701,P0165,2025-11-10,2,616.32,1232.64,cancelled,debit_card,East
ORD003337,C00392,P0235,2025-11-16,7,96.65,676.55,completed,credit_card,North
ORD000979,C00142,P0163,17/05/2025,4,532.55,,COMPLETED,upi,Central
ORD003948,C00866,P0041,21/02/2026,9,$75.07,675.63,Pending,paypal,North
ORD001127,C00634,P0162,2025-07-11,7,38.95,272.65,Cancelled,credit_card,North
ORD003492,C01333,P0092,2026-02-16,7,833.35,5833.45,COMPLETED,debit_card,Central
ORD002885,C01315,P0006,2025-07-18,5,$67.49,337.45,cancelled,debit_card,Central
ORD001895,C00234,P0039,04/08/2025,4,189.41,757.64,completed,debit_card,South
ORD002881,C00113,P0287,2025-11-01,7,993.31,6953.17,Completed,cod,Central
ORD002931,C00813,P0226,2025-11-27,8,114.26,914.08,Pending,debit_card,Central
ORD001284,C00634,P0157,2025-08-30,9,353.62,3182.58,Pending,upi,Central
ORD000980,C01397,P0094,01/11/2025,2,202.8,405.6,Pending,upi,West
ORD002807,C01349,P0208,2025-07-06,8,909.34,7274.72,completed,debit_card,West
ORD003170,C01311,P0253,2025-04-26,7,295.84,2070.88,Pending,upi,West
ORD001576,C00532,P0121,2026-01-08,1,$249.96,249.96,Cancelled,cod,South
ORD003561,C01445,P0018,2025-10-24,9,$425.15,3826.35,COMPLETED,credit_card,South
ORD003550,C00582,P0078,08/07/2025,10,531.7,,Completed,debit_card,Central
ORD001916,C00242,P0107,2025-09-06,3,860.67,2582.01,COMPLETED,cod,East
ORD001378,C00897,P0033,2026-04-03,10,358.31,3583.1,Pending,cod,West
ORD002241,C01402,P0140,2025-10-23,5,489.66,2448.3,cancelled,paypal,South
ORD001419,C00812,P0108,2025-12-02,3,27.74,83.22,cancelled,upi,East
ORD002610,C00958,P0170,2025-08-29,7,447.78,3134.46,Cancelled,credit_card,North
ORD001192,C01387,P0216,2026-02-28,1,$14.82,14.82,Pending,cod,West
ORD000608,C00494,P0177,11/02/2026,9,605.24,5447.16,Completed,debit_card,North
ORD002019,C00649,P0139,2026-01-28,2,152.31,304.62,cancelled,upi,North
ORD001377,C00912,P0012,2026-01-12,5,$604.9,3024.5,pending,cod,East
ORD001903,C00758,P0081,2025-08-19,4,206.36,825.44,pending,upi,East
ORD003365,C00701,P0072,2025-07-31,9,755.82,6802.38,pending,paypal,East
ORD000590,C00917,P0094,2025-10-28,1,202.8,202.8,Completed,credit_card,East
ORD000487,C00440,P0232,2025-06-18,8,371.75,2974.0,Completed,cod,East
ORD003149,C00158,P0270,2025-07-21,1,323.84,323.84,pending,debit_card,East
ORD002968,C00702,P0046,10/11/2025,8,478.19,,pending,cod,Central
ORD000540,C00354,P0036,2025-11-03,4,227.37,909.48,Completed,credit_card,South
ORD002337,C00253,P0057,2025-09-21,6,964.38,5786.28,Cancelled,paypal,Central
ORD003424,C00401,P0219,2025-04-23,7,$186.1,1302.7,completed,paypal,North
ORD001428,C01190,P0169,28/03/2026,9,819.76,7377.84,Cancelled,credit_card,East
ORD003623,C00844,P0199,2025-07-20,4,766.28,3065.12,COMPLETED,cod,East
ORD002978,C00412,P0196,2025-07-03,3,628.17,1884.51,Cancelled,paypal,Central
ORD000974,C00284,P0086,2025-05-11,8,504.35,4034.8,cancelled,paypal,Central
ORD000645,C00831,P0263,26/11/2025,4,$541.59,2166.36,cancelled,debit_card,South
ORD000817,C01177,P0058,2025-06-17,1,179.81,179.81,completed,upi,North
ORD001197,C00938,P0073,2025-11-16,6,$634.37,3806.22,pending,credit_card,Central
ORD001788,C01226,P0143,06/03/2026,2,696.93,1393.86,completed,cod,Central
ORD003022,C00895,P0071,2025-05-14,5,237.4,1187.0,completed,cod,East
ORD002050,C00018,P0032,2025-09-29,8,$96.84,,COMPLETED,paypal,South
ORD000187,C00464,P0142,2025-05-08,10,790.62,7906.2,COMPLETED,paypal,West
ORD000065,C01131,P0138,18/07/2025,2,$708.93,1417.86,completed,debit_card,East
ORD001184,C01320,P0007,2025-09-02,1,869.19,869.19,Cancelled,cod,North
ORD003153,C00891,P0101,2025-09-22,7,584.92,4094.44,Completed,cod,North
ORD003970,C00358,P0143,2026-02-22,8,696.93,5575.44,Completed,upi,South
ORD002240,C01240,P0284,2026-03-08,8,661.6,5292.8,Cancelled,paypal,Central
ORD001257,C00101,P0047,2026-01-24,9,$61.68,555.12,Pending,upi,North
ORD003319,C00258,P0181,2025-08-02,1,660.94,660.94,cancelled,debit_card,Central
ORD001264,C00830,P0182,2025-04-24,1,138.83,138.83,Completed,debit_card,East
ORD000175,C01305,P0212,2025-12-15,8,1178.55,9428.4,pending,upi,East
ORD002746,C00415,P0238,2025-09-19,1,131.41,131.41,completed,debit_card,East
ORD002568,C01234,P0195,2026-01-05,4,922.56,3690.24,Pending,paypal,South
ORD001818,C00392,P0240,23/09/2025,5,342.23,1711.15,pending,upi,West
ORD000858,C00535,P0150,31/01/2026,3,402.35,1207.05,Pending,cod,West
ORD001887,C00264,P0155,2025-09-04,6,185.97,1115.82,Pending,credit_card,South
ORD003913,C00598,P0189,2025-11-29,4,617.78,2471.12,Completed,paypal,Central
ORD002964,C00193,P0017,21/08/2025,2,206.99,413.98,Pending,credit_card,East
ORD002625,C01242,P0237,2025-08-17,10,307.35,3073.5,pending,cod,South
ORD003660,C00959,P0287,08/12/2025,4,993.31,3973.24,Completed,cod,Central
ORD001191,C00631,P0114,2025-06-14,6,$686.68,4120.08,completed,cod,North
ORD003957,C00885,P0128,2025-08-08,10,$560.46,5604.6,Cancelled,paypal,South
ORD003681,C00236,P0192,2025-06-25,10,$988.42,9884.2,cancelled,paypal,East
ORD002539,C01262,P0143,28/06/2025,1,$696.93,696.93,completed,paypal,East
ORD000708,C00387,P0035,2026-04-05,5,261.56,1307.8,Pending,paypal,Central
ORD001116,C00645,P0157,2026-02-07,8,$353.62,2828.96,Completed,upi,South
ORD003186,C01255,P0168,2025-09-09,2,$869.48,1738.96,cancelled,paypal,North
ORD003041,C00850,P0213,23/06/2025,9,637.63,5738.67,Cancelled,credit_card,East
ORD000141,C01229,P0266,2025-07-19,6,619.03,3714.18,COMPLETED,cod,West
ORD003774,C01450,P0202,2025-08-18,7,407.46,2852.22,pending,debit_card,North
ORD002454,C00496,P0239,2026-03-31,2,$915.83,1831.66,Cancelled,debit_card,West
ORD002478,C00504,P0210,2026-01-22,1,339.24,339.24,COMPLETED,credit_card,Central
ORD000714,C00048,P0078,2025-07-10,9,531.7,4785.3,Cancelled,upi,South
ORD002575,C00810,P0204,28/09/2025,1,$681.48,681.48,completed,cod,North
ORD003769,C00422,P0132,2025-05-21,4,577.95,2311.8,cancelled,upi,West
ORD003541,C00410,P0172,2025-06-17,2,$450.0,900.0,Pending,credit_card,West
ORD003059,C01195,P0194,2025-08-03,1,727.7,727.7,Completed,cod,West
ORD003516,C00092,P0176,2026-01-30,3,628.39,,cancelled,paypal,North
ORD001830,C01464,P0140,2025-09-15,9,489.66,4406.94,Pending,paypal,West
ORD002543,C00369,P0299,2026-02-16,7,179.32,1255.24,pending,credit_card,Central
ORD001148,C00564,P0210,2025-12-17,1,339.24,339.24,Cancelled,upi,South
ORD003052,C00613,P0120,2026-04-08,9,$769.46,6925.14,Cancelled,upi,West
ORD003269,C00706,P0041,04/06/2025,2,$75.07,,pending,debit_card,North
ORD003357,C01162,P0125,2025-10-06,6,24.37,146.22,Completed,debit_card,North
ORD000593,C00748,P0087,01/10/2025,5,229.39,1146.95,completed,upi,East
ORD000049,C00407,P0220,2025-10-17,8,532.38,4259.04,Pending,cod,South
ORD000868,C01021,P0243,2025-11-07,4,609.22,2436.88,Pending,credit_card,West
ORD000847,C00572,P0228,22/11/2025,6,279.16,1674.96,Cancelled,credit_card,South
ORD001356,C01164,P0262,03/03/2026,2,410.71,821.42,Cancelled,upi,Central
ORD000754,C00319,P0270,2026-02-11,10,323.84,3238.4,COMPLETED,debit_card,North
ORD003236,C00777,P0015,2026-01-28,1,261.81,261.81,Pending,debit_card,North
ORD000417,C01468,P0205,2025-09-01,9,441.15,3970.35,completed,debit_card,East
ORD002604,C00083,P0206,22/01/2026,4,94.05,376.2,completed,debit_card,North
ORD002852,C00667,P0053,2025-12-28,6,170.71,1024.26,pending,paypal,South
ORD000392,C01478,P0132,2025-10-24,2,577.95,1155.9,COMPLETED,cod,East
ORD000168,C00825,P0068,2025-09-23,1,603.13,,cancelled,credit_card,North
ORD003504,C00902,P0198,2025-04-20,5,639.31,3196.55,cancelled,paypal,East
ORD001932,C01375,P0290,2026-03-14,2,809.81,1619.62,COMPLETED,cod,West
ORD002497,C00962,P0123,2025-11-05,8,44.3,354.4,completed,upi,West
ORD001590,C00459,P0296,2025-11-17,2,94.53,189.06,Cancelled,upi,West
ORD003840,C00795,P0163,08/05/2025,9,532.55,,COMPLETED,upi,Central
ORD000274,C00642,P0109,2025-04-24,9,801.94,7217.46,cancelled,paypal,South
ORD002774,C00499,P0088,2025-08-26,8,424.23,3393.84,pending,debit_card,South
ORD000488,C00382,P0173,2025-05-10,5,798.41,3992.05,pending,credit_card,East
ORD002359,C01380,P0234,2025-07-26,4,492.32,1969.28,Completed,cod,South
ORD000321,C00036,P0196,2026-02-24,8,628.17,5025.36,cancelled,credit_card,West
ORD003832,C00905,P0009,13/10/2025,10,$129.27,1292.7,pending,paypal,South
ORD001319,C00530,P0285,20/11/2025,8,$442.94,3543.52,Cancelled,debit_card,North
ORD000779,C00801,P0272,2025-10-04,9,325.5,2929.5,pending,credit_card,West
ORD002358,C01066,P0138,19/05/2025,1,708.93,708.93,cancelled,credit_card,North
ORD001961,C00259,P0171,2026-04-07,9,$372.86,3355.74,Completed,upi,Central
ORD001090,C00223,P0028,2025-11-26,7,1010.62,7074.34,completed,credit_card,West
ORD001404,C00555,P0218,2026-01-24,9,405.68,3651.12,Pending,paypal,East
ORD002347,C00716,P0285,2025-08-17,6,442.94,2657.64,COMPLETED,upi,East
ORD003989,C00658,P0008,2025-07-14,4,633.94,2535.76,Pending,debit_card,South
ORD002780,C00883,P0265,2025-10-23,8,884.1,7072.8,pending,credit_card,South
ORD000689,C00415,P0119,2026-02-19,3,475.09,1425.27,Completed,credit_card,Central
ORD003312,C00169,P0089,24/11/2025,3,282.31,846.93,Pending,cod,South
ORD000163,C00954,P0110,2025-08-31,10,844.09,8440.9,pending,paypal,Central
ORD001629,C00179,P0141,2025-08-15,5,$659.11,,completed,cod,West
ORD002904,C01171,P0179,2025-05-21,1,$742.04,742.04,completed,paypal,South
ORD003051,C00828,P0222,2026-02-14,4,568.49,2273.96,COMPLETED,credit_card,Central
ORD003287,C00590,P0064,15/02/2026,3,43.04,129.12,cancelled,cod,East
ORD003239,C00223,P0210,2025-06-13,6,339.24,2035.44,Completed,paypal,South
ORD000737,C01472,P0296,2025-07-26,7,94.53,661.71,Pending,upi,South
ORD001522,C00651,P0084,2025-12-30,2,$464.88,929.76,COMPLETED,upi,West
ORD000761,C01251,P0125,2026-03-23,3,24.37,73.11,Cancelled,credit_card,North
ORD000621,C00970,P0290,31/12/2025,2,809.81,1619.62,Completed,debit_card,East
ORD003517,C00991,P0237,2025-09-12,1,307.35,307.35,Cancelled,upi,North
ORD001603,C00673,P0146,03/05/2025,1,631.92,631.92,Pending,cod,East
ORD000099,C00821,P0109,03/03/2026,10,801.94,8019.4,Pending,cod,North
ORD000543,C00715,P0056,2026-02-11,3,$622.25,1866.75,COMPLETED,cod,South
ORD001827,C00640,P0289,2025-08-09,7,549.29,,pending,debit_card,South
ORD003978,C01343,P0123,22/08/2025,4,$44.3,177.2,Completed,credit_card,South
ORD003659,C00278,P0188,27/06/2025,7,784.74,5493.18,COMPLETED,debit_card,Central
ORD000389,C00708,P0141,2025-06-15,8,659.11,5272.88,Cancelled,cod,Central
ORD002233,C00603,P0001,2025-09-27,9,$564.94,5084.46,cancelled,upi,West
ORD003664,C00193,P0198,2025-04-16,1,639.31,639.31,Completed,upi,South
ORD002760,C00311,P0227,2025-07-18,4,513.0,2052.0,pending,credit_card,East
ORD001494,C00304,P0096,22/03/2026,1,225.38,225.38,cancelled,upi,South
ORD003652,C00540,P0241,19/07/2025,2,754.86,1509.72,COMPLETED,upi,Central
ORD003888,C01405,P0299,2026-02-28,3,179.32,537.96,COMPLETED,credit_card,South
ORD002894,C00401,P0114,07/10/2025,1,686.68,686.68,Pending,upi,Central
ORD003783,C00034,P0112,2025-10-20,1,747.92,747.92,completed,credit_card,East
ORD001995,C00055,P0065,02/09/2025,10,$166.14,1661.4,Completed,upi,Central
ORD001666,C01117,P0040,2025-12-05,7,546.82,3827.74,COMPLETED,debit_card,North
ORD001950,C00912,P0263,2025-11-05,2,$541.59,1083.18,Cancelled,upi,West
ORD003559,C01211,P0187,2025-05-27,4,$938.69,3754.76,Cancelled,paypal,North
ORD000651,C01493,P0196,2025-07-18,10,$628.17,6281.7,cancelled,debit_card,West
ORD002843,C00456,P0277,2025-08-05,8,$161.52,1292.16,Completed,debit_card,South
ORD003494,C00415,P0126,25/08/2025,4,423.19,1692.76,completed,cod,East
ORD001844,C00484,P0227,2025-04-26,2,513.0,1026.0,COMPLETED,credit_card,East
ORD002503,C00578,P0104,2025-11-29,4,894.0,,completed,cod,North
ORD002355,C00473,P0110,2026-02-02,6,844.09,5064.54,completed,paypal,South
ORD001460,C00029,P0231,05/10/2025,5,84.77,423.85,Pending,credit_card,East
ORD000808,C00194,P0036,22/10/2025,10,227.37,,Cancelled,paypal,West
ORD001342,C00240,P0147,2025-05-17,2,802.07,1604.14,pending,debit_card,North
ORD003126,C01141,P0245,05/11/2025,4,508.3,2033.2,Pending,upi,East
ORD002196,C00626,P0093,2025-06-29,3,795.74,2387.22,Completed,credit_card,Central
ORD001853,C00045,P0153,2026-02-26,2,362.73,725.46,pending,debit_card,West
ORD001826,C00960,P0047,2026-01-27,9,61.68,555.12,pending,paypal,East
ORD002590,C00079,P0165,2025-07-26,3,616.32,,COMPLETED,paypal,South
